ID,Institution,OpenAlexInstitutionID,Country,Type,NormName,Topic
2380,Agrupamento de Escolas Nuno Álvares,https://openalex.org/I4210107352,PT,education,agrupamento de escolas nuno álvares,Solar_Biomass_Production
2381,Powertech Labs (Canada),https://openalex.org/I4210139002,CA,funder,powertech labs canada,Wind_Energy_Impacts
2382,Flinders University,https://openalex.org/I169541294,AU,funder,flinders university,Renewable_Energy_General
2383,University of Southern Queensland,https://openalex.org/I185523456,AU,funder,university of southern queensland,Renewable_Energy_General
2384,State Key Laboratory of Microbial Technology,https://openalex.org/I4391767886,,facility,state key laboratory of microbial technology,Renewable_Energy_General
2385,Overseas Chinese University,https://openalex.org/I207776796,TW,education,overseas chinese university,Renewable_Energy_General
2386,Adolfo Ibáñez University,https://openalex.org/I21067949,CL,education,adolfo ibáñez university,Renewable_Energy_General
2387,Newcastle College,https://openalex.org/I2800844553,GB,education,newcastle college,Renewable_Energy_General
2388,Federal Office for Agriculture,https://openalex.org/I4210147881,CH,government,federal office for agriculture,Renewable_Energy_General
2389,Swedish Chemicals Agency,https://openalex.org/I4210120027,SE,government,swedish chemicals agency,Renewable_Energy_General
2390,University of South Africa,https://openalex.org/I165390105,ZA,funder,university of south africa,Wind_Energy_Impacts
2391,University of Wales Institute Cardiff,https://openalex.org/I4210162667,SG,education,university of wales institute cardiff,Renewable_Energy_General
2392,Reef Ecologic,https://openalex.org/I4210112651,AU,nonprofit,reef ecologic,Renewable_Energy_General
2393,Süleyman Demirel University,https://openalex.org/I175124709,TR,funder,süleyman demirel university,Renewable_Energy_General
2394,Chinese Academy of Agricultural Engineering,https://openalex.org/I4210120962,CN,government,chinese academy of agricultural engineering,Renewable_Energy_General
2395,International Institute of Tropical Agriculture,https://openalex.org/I4210142681,BJ,nonprofit,international institute of tropical agriculture,Renewable_Energy_General
2396,Global Water Partnership,https://openalex.org/I4210150585,GH,government,global water partnership,Renewable_Energy_General
2397,Institute of Microbiology,https://openalex.org/I4210134982,CN,funder,institute of microbiology,Renewable_Energy_General
2398,VIB-UGent Center for Plant Systems Biology,https://openalex.org/I4210098178,BE,facility,vib-ugent center for plant systems biology,Hydropower_Aquatic
2399,Rocky Mountain Research (United States),https://openalex.org/I4210156316,US,company,rocky mountain research united states,Renewable_Energy_General
2400,LIttoral ENvironnement et Sociétés,https://openalex.org/I4210098382,FR,facility,littoral environnement et sociétés,Hydropower_Aquatic
2401,Urbana University,https://openalex.org/I183874917,US,education,urbana university,Renewable_Energy_General
2402,Morehead State University,https://openalex.org/I44206873,US,funder,morehead state university,Renewable_Energy_General
2403,University College of the North,https://openalex.org/I103716689,CA,education,university college of the north,Wind_Energy_Impacts
2404,Nordic Laboratory for Luminescence Dating,https://openalex.org/I4210112235,DK,facility,nordic laboratory for luminescence dating,Renewable_Energy_General
2405,Czech Technical University in Prague,https://openalex.org/I44504214,CZ,funder,czech technical university in prague,Renewable_Energy_General
2406,Stockholm Environment Institute,https://openalex.org/I37426187,US,nonprofit,stockholm environment institute,Unknown
2407,National Institute of Technology Rourkela,https://openalex.org/I16292982,IN,funder,national institute of technology rourkela,Renewable_Energy_General
2408,King Mongkut's Institute of Technology Ladkrabang,https://openalex.org/I91538806,TH,funder,king mongkuts institute of technology ladkrabang,Renewable_Energy_General
2409,Instituto Multidisciplinario de Biología Vegetal,https://openalex.org/I4210151079,AR,facility,instituto multidisciplinario de biología vegetal,Renewable_Energy_General
2410,University of the Philippines Los Baños,https://openalex.org/I120108168,PH,education,university of the philippines los baños,Renewable_Energy_General
2411,Umeå Plant Science Centre,https://openalex.org/I4210120671,SE,facility,umeå plant science centre,Solar_Biomass_Production
2412,Loyola University Chicago,https://openalex.org/I1925986,US,funder,loyola university chicago,Wind_Energy_Impacts
2413,Bureau Veritas (France),https://openalex.org/I34770199,FR,funder,bureau veritas france,Renewable_Energy_General
2414,Environmental Technologies (United States),https://openalex.org/I4210161966,US,company,environmental technologies united states,Renewable_Energy_General
2415,Patagonian Ecosystems Investigation Research Center,https://openalex.org/I4210133677,CL,facility,patagonian ecosystems investigation research center,Wind_Energy_Impacts
2416,University of San Francisco,https://openalex.org/I76766440,US,funder,university of san francisco,Renewable_Energy_General
2417,Stockholm Environment Institute,https://openalex.org/I1340161457,GB,nonprofit,stockholm environment institute,Unknown
2418,"California State University, Monterey Bay",https://openalex.org/I135369504,US,funder,california state university monterey bay,Renewable_Energy_General
2419,University of Waikato,https://openalex.org/I52179390,NZ,funder,university of waikato,Renewable_Energy_General
2420,Gaziantep University,https://openalex.org/I59738393,TR,funder,gaziantep university,Renewable_Energy_General
2421,Obafemi Awolowo University,https://openalex.org/I45711476,NG,funder,obafemi awolowo university,Renewable_Energy_General
2422,Southern Methodist University,https://openalex.org/I178169726,US,funder,southern methodist university,Unknown
2423,Bocconi University,https://openalex.org/I71209653,IT,funder,bocconi university,Renewable_Energy_General
2424,Bangladesh University of Engineering and Technology,https://openalex.org/I183697816,BD,funder,bangladesh university of engineering and technology,Renewable_Energy_General
2425,Tilburg University,https://openalex.org/I193700539,NL,funder,tilburg university,Renewable_Energy_General
2426,"Czech Academy of Sciences, Institute of Botany",https://openalex.org/I4210132792,CZ,funder,czech academy of sciences institute of botany,Renewable_Energy_General
2427,Tallinn University of Technology,https://openalex.org/I111112146,EE,funder,tallinn university of technology,Renewable_Energy_General
2428,Towson University,https://openalex.org/I4322298,US,funder,towson university,Hydropower_Aquatic
2429,Manchester School of Architecture,https://openalex.org/I3132256593,GB,education,manchester school of architecture,Renewable_Energy_General
2430,Vestlandsforsking,https://openalex.org/I33875959,NO,facility,vestlandsforsking,Renewable_Energy_General
2431,TARH (Portugal),https://openalex.org/I4210089667,PT,company,tarh portugal,Renewable_Energy_General
2432,Swedish Veterinary Agency,https://openalex.org/I1330204332,SE,government,swedish veterinary agency,Renewable_Energy_General
2433,Universidade da Coruña,https://openalex.org/I11019714,ES,funder,universidade da coruña,Renewable_Energy_General
2434,Portuguese Sea and Atmosphere Institute,https://openalex.org/I242975827,PT,facility,portuguese sea and atmosphere institute,Renewable_Energy_General
2435,Hefei Institutes of Physical Science,https://openalex.org/I2802624667,CN,funder,hefei institutes of physical science,Renewable_Energy_General
2436,University of Guayaquil,https://openalex.org/I2405095,EC,education,university of guayaquil,Renewable_Energy_General
2437,International Institute of Social History,https://openalex.org/I932564295,NL,archive,international institute of social history,Renewable_Energy_General
2438,Tokyo University of Agriculture and Technology,https://openalex.org/I92614990,JP,funder,tokyo university of agriculture and technology,Renewable_Energy_General
2439,NM Sadguru Water and Development Foundation,https://openalex.org/I4210152555,IN,nonprofit,nm sadguru water and development foundation,Renewable_Energy_General
2440,University of Warsaw,https://openalex.org/I4654613,PL,funder,university of warsaw,Renewable_Energy_General
2441,Korea Institute of Machinery and Materials,https://openalex.org/I4210111434,KR,funder,korea institute of machinery and materials,Unknown
2442,Hechi University,https://openalex.org/I4210161599,CN,education,hechi university,Renewable_Energy_General
2443,Instituto de Políticas y Bienes Públicos,https://openalex.org/I4210138741,ES,facility,instituto de políticas y bienes públicos,Land_Use_Bioenergy
2444,Directorate for Cultural Heritage,https://openalex.org/I2800212840,NO,other,directorate for cultural heritage,Wind_Energy_Impacts
2445,Quaid-i-Azam University,https://openalex.org/I12469534,PK,funder,quaid-i-azam university,Solar_Biomass_Production
2446,Vattenfall (Germany),https://openalex.org/I4210159137,DE,company,vattenfall germany,Hydropower_Aquatic
2447,European Forum on Nature Conservation and Pastoralism,https://openalex.org/I4210100739,GB,nonprofit,european forum on nature conservation and pastoralism,Renewable_Energy_General
2448,Danish Energy Association,https://openalex.org/I4210152494,DK,other,danish energy association,Wind_Energy_Impacts
2449,Development Bank of Southern Africa,https://openalex.org/I170183560,ZA,other,development bank of southern africa,Renewable_Energy_General
2450,Fraunhofer Society,https://openalex.org/I4923324,DE,government,fraunhofer society,Unknown
2451,University of Wisconsin–Milwaukee,https://openalex.org/I43579087,US,funder,university of wisconsinmilwaukee,Renewable_Energy_General
2452,Central Electrochemical Research Institute,https://openalex.org/I106349282,IN,funder,central electrochemical research institute,Renewable_Energy_General
2453,Manisa Celal Bayar University,https://openalex.org/I16748637,TR,funder,manisa celal bayar university,Renewable_Energy_General
2454,Budapest University of Technology and Economics,https://openalex.org/I29770179,HU,funder,budapest university of technology and economics,Renewable_Energy_General
2455,Royal Roads University,https://openalex.org/I65595360,CA,funder,royal roads university,Renewable_Energy_General
2456,World Wide Fund for Nature,https://openalex.org/I4210094122,CH,nonprofit,world wide fund for nature,Hydropower_Aquatic
2457,Liberal Arts University,https://openalex.org/I4210153320,RU,education,liberal arts university,Renewable_Energy_General
2458,University of Gdańsk,https://openalex.org/I40413290,PL,education,university of gdańsk,Wind_Energy_Impacts
2459,Louisiana Tech University,https://openalex.org/I919208787,US,education,louisiana tech university,Renewable_Energy_General
2460,Geological Survey of Sweden,https://openalex.org/I2803100473,SE,government,geological survey of sweden,Renewable_Energy_General
2461,Hongik University,https://openalex.org/I94588446,KR,funder,hongik university,Renewable_Energy_General
2462,Alpine Quantum Technologies (Austria),https://openalex.org/I4210137770,AT,company,alpine quantum technologies austria,Solar_Biomass_Production
2463,International Research Institute of Stavanger,https://openalex.org/I4210152551,NO,facility,international research institute of stavanger,Renewable_Energy_General
2464,Entomological Society of America,https://openalex.org/I2801035721,US,other,entomological society of america,Renewable_Energy_General
2465,Plant Industry,https://openalex.org/I4210152679,AU,facility,plant industry,Renewable_Energy_General
2466,Biomass Technology Group (Netherlands),https://openalex.org/I4210087057,NL,company,biomass technology group netherlands,Renewable_Energy_General
2467,St. Lawrence University,https://openalex.org/I100236772,US,funder,st lawrence university,Renewable_Energy_General
2468,Forestry and Forest Products Research Institute,https://openalex.org/I4210140938,JP,funder,forestry and forest products research institute,Renewable_Energy_General
2469,Ingénierie des Agropolymères et Technologies Emergentes,https://openalex.org/I4210088087,FR,facility,ingénierie des agropolymères et technologies emergentes,Renewable_Energy_General
2470,Marlboro College,https://openalex.org/I2480620,US,education,marlboro college,Solar_Biomass_Production
2471,East Stroudsburg University,https://openalex.org/I79060951,US,education,east stroudsburg university,Renewable_Energy_General
2472,Jožef Stefan Institute,https://openalex.org/I3006985408,SI,funder,jožef stefan institute,Renewable_Energy_General
2473,National University of Patagonia San Juan Bosco,https://openalex.org/I3129709771,AR,education,national university of patagonia san juan bosco,Hydropower_Aquatic
2474,Leibniz Centre for Tropical Marine Research,https://openalex.org/I2799883060,DE,funder,leibniz centre for tropical marine research,Renewable_Energy_General
2475,ELSA,https://openalex.org/I4210128072,FR,facility,elsa,Renewable_Energy_General
2476,Shaanxi University of Science and Technology,https://openalex.org/I51622183,CN,funder,shaanxi university of science and technology,Renewable_Energy_General
2477,Korea Institute of Ocean Science and Technology,https://openalex.org/I133437993,KR,funder,korea institute of ocean science and technology,Renewable_Energy_General
2478,Swedish Museum of Natural History,https://openalex.org/I2801711128,SE,archive,swedish museum of natural history,Wind_Energy_Impacts
2479,Universidade Federal do Tocantins,https://openalex.org/I41458283,BR,education,universidade federal do tocantins,Hydropower_Aquatic
2480,Max Planck Institute for Chemical Ecology,https://openalex.org/I4210117675,DE,facility,max planck institute for chemical ecology,Land_Use_Bioenergy
2481,Universiti Malaysia Perlis,https://openalex.org/I65079550,MY,funder,universiti malaysia perlis,Renewable_Energy_General
2482,National Centre for the Replacement Refinement and Reduction of Animals in Research,https://openalex.org/I4210136630,GB,other,national centre for the replacement refinement and reduction of animals in research,Hydropower_Aquatic
2483,Delhi Technological University,https://openalex.org/I863896202,IN,funder,delhi technological university,Renewable_Energy_General
2484,Andalas University,https://openalex.org/I55892964,ID,funder,andalas university,Renewable_Energy_General
2485,The University of Texas at Arlington,https://openalex.org/I189196454,US,funder,the university of texas at arlington,Renewable_Energy_General
2486,Delaware State University,https://openalex.org/I126548940,US,education,delaware state university,Solar_Biomass_Production
2487,Central Mechanical Engineering Research Institute,https://openalex.org/I70735523,IN,funder,central mechanical engineering research institute,Renewable_Energy_General
2488,Navistar International (United States),https://openalex.org/I80771471,US,company,navistar international united states,Solar_Biomass_Production
2489,Komatsu University,https://openalex.org/I3132389022,JP,education,komatsu university,Renewable_Energy_General
2490,Indian Institute of Technology Bhilai,https://openalex.org/I4210121466,IN,funder,indian institute of technology bhilai,Renewable_Energy_General
2491,Acadia University,https://openalex.org/I92688161,CA,funder,acadia university,Wind_Energy_Impacts
2492,International Center for Agricultural Research in the Dry Areas,https://openalex.org/I192358263,SY,facility,international center for agricultural research in the dry areas,Solar_Biomass_Production
2493,Centre d’Economie rurale,https://openalex.org/I4210162365,BE,education,centre deconomie rurale,Wind_Energy_Impacts
2494,John F. Kennedy Center for the Performing Arts,https://openalex.org/I2802421775,US,nonprofit,john f kennedy center for the performing arts,Renewable_Energy_General
2495,Adelphi University,https://openalex.org/I71965598,US,funder,adelphi university,Unknown
2496,Collecte Localisation Satellites (France),https://openalex.org/I4210095365,FR,company,collecte localisation satellites france,Renewable_Energy_General
2497,Cape Cod Hospital,https://openalex.org/I2800114814,US,healthcare,cape cod hospital,Hydropower_Aquatic
2498,Norwegian Meteorological Institute,https://openalex.org/I1314042554,NO,government,norwegian meteorological institute,Renewable_Energy_General
2499,Tennessee Technological University,https://openalex.org/I63920570,US,funder,tennessee technological university,Renewable_Energy_General
2500,South Australian Research and Development Institute,https://openalex.org/I2800034446,AU,funder,south australian research and development institute,Wind_Energy_Impacts
2501,Earth and Space Research,https://openalex.org/I4210156930,US,nonprofit,earth and space research,Renewable_Energy_General
2502,Korea Institute of Civil Engineering and Building Technology,https://openalex.org/I3019177047,KR,government,korea institute of civil engineering and building technology,Renewable_Energy_General
2503,International Fertilizer Development Center,https://openalex.org/I1279585755,US,nonprofit,international fertilizer development center,Renewable_Energy_General
2504,University of Matanzas,https://openalex.org/I255141171,CU,education,university of matanzas,Renewable_Energy_General
2505,University of Nyíregyháza,https://openalex.org/I4210141873,HU,education,university of nyíregyháza,Renewable_Energy_General
2506,Hunan University,https://openalex.org/I16609230,CN,funder,hunan university,Renewable_Energy_General
2507,Stennis Space Center,https://openalex.org/I2802384920,US,funder,stennis space center,Renewable_Energy_General
2508,Junta de Andalucía,https://openalex.org/I918821925,ES,government,junta de andalucía,Renewable_Energy_General
2509,Foundation for Medical Research,https://openalex.org/I4210160584,IN,healthcare,foundation for medical research,Solar_Biomass_Production
2510,British Geological Survey,https://openalex.org/I139290333,GB,government,british geological survey,Renewable_Energy_General
2511,Landscape Research Institute,https://openalex.org/I4210146818,CZ,facility,landscape research institute,Renewable_Energy_General
2512,Dynamiques et écologie des paysages agriforestiers,https://openalex.org/I4387155609,,facility,dynamiques et écologie des paysages agriforestiers,Solar_Biomass_Production
2513,Kremenchuk Mykhailo Ostrohradskyi National University,https://openalex.org/I4210164140,UA,education,kremenchuk mykhailo ostrohradskyi national university,Renewable_Energy_General
2514,United States Department of the Navy,https://openalex.org/I3130687028,US,government,united states department of the navy,Renewable_Energy_General
2515,Université Joseph Ki-Zerbo,https://openalex.org/I129628643,BF,education,université joseph ki-zerbo,Renewable_Energy_General
2516,Universidad de Montevideo,https://openalex.org/I71302355,UY,education,universidad de montevideo,Renewable_Energy_General
2517,"University of Maryland, Baltimore County",https://openalex.org/I79272384,US,funder,university of maryland baltimore county,Renewable_Energy_General
2518,Institute of Environmental Protection,https://openalex.org/I4210116061,PL,facility,institute of environmental protection,Solar_Biomass_Production
2519,Universidad de la República de Uruguay,https://openalex.org/I180910786,UY,funder,universidad de la república de uruguay,Renewable_Energy_General
2520,Bangladesh Fisheries Research Institute,https://openalex.org/I2800755241,BD,government,bangladesh fisheries research institute,Unknown
2521,Great Lakes Institute of Management,https://openalex.org/I81020251,IN,education,great lakes institute of management,Solar_Biomass_Production
2522,Thames Water (United Kingdom),https://openalex.org/I4210087165,GB,funder,thames water united kingdom,Renewable_Energy_General
2523,Saint Anthony College of Nursing,https://openalex.org/I2802223849,US,education,saint anthony college of nursing,Renewable_Energy_General
2524,Institute of Mountain Hazards and Environment,https://openalex.org/I4210124748,CN,nonprofit,institute of mountain hazards and environment,Renewable_Energy_General
2525,University of Osijek,https://openalex.org/I51314090,HR,funder,university of osijek,Renewable_Energy_General
2526,Scientific Solutions (United States),https://openalex.org/I4210086312,US,company,scientific solutions united states,Renewable_Energy_General
2527,National University of Río Cuarto,https://openalex.org/I15366983,AR,funder,national university of río cuarto,Solar_Biomass_Production
2528,Federal Institute For Materials Research and Testing,https://openalex.org/I1330165540,DE,funder,federal institute for materials research and testing,Renewable_Energy_General
2529,Institute of Biomedical Problems,https://openalex.org/I4210101246,RU,facility,institute of biomedical problems,Hydropower_Aquatic
2530,National Archives and Records Administration,https://openalex.org/I1317171322,US,funder,national archives and records administration,Renewable_Energy_General
2531,Université Nantes Angers Le Mans,https://openalex.org/I234216984,FR,education,université nantes angers le mans,Wind_Energy_Impacts
2532,Zabol University,https://openalex.org/I112450260,IR,funder,zabol university,Renewable_Energy_General
2533,Board of the Swiss Federal Institutes of Technology,https://openalex.org/I2799323385,CH,government,board of the swiss federal institutes of technology,Renewable_Energy_General
2534,Bandung Institute of Technology,https://openalex.org/I134635517,ID,funder,bandung institute of technology,Renewable_Energy_General
2535,NOAA Chemical Sciences Laboratory,https://openalex.org/I4210132178,US,government,noaa chemical sciences laboratory,Unknown
2536,National University of Salta,https://openalex.org/I10108838,AR,funder,national university of salta,Renewable_Energy_General
2537,Beijing University of Technology,https://openalex.org/I37796252,CN,funder,beijing university of technology,Renewable_Energy_General
2538,Swedish National Board of Fisheries,https://openalex.org/I1331223999,SE,government,swedish national board of fisheries,Renewable_Energy_General
2539,Munster Technological University,https://openalex.org/I4210100923,IE,funder,munster technological university,Renewable_Energy_General
2540,Hungarian Academy of Sciences,https://openalex.org/I7597260,HU,government,hungarian academy of sciences,Renewable_Energy_General
2541,Pearson (United Kingdom),https://openalex.org/I4210088969,GB,company,pearson united kingdom,Renewable_Energy_General
2542,Shizuoka University,https://openalex.org/I1298590031,JP,funder,shizuoka university,Wind_Energy_Impacts
2543,Laboratoire Écologie Fonctionnelle et Environnement,https://openalex.org/I4210104620,FR,facility,laboratoire écologie fonctionnelle et environnement,Hydropower_Aquatic
2544,Naval Medical Center San Diego,https://openalex.org/I1296080982,US,healthcare,naval medical center san diego,Wind_Energy_Impacts
2545,Universidad de La Rioja,https://openalex.org/I168974976,ES,funder,universidad de la rioja,Unknown
2546,Boeing (Australia),https://openalex.org/I2801120396,AU,company,boeing australia,Solar_Biomass_Production
2547,Japan Science and Technology Agency,https://openalex.org/I4210086780,JP,government,japan science and technology agency,Renewable_Energy_General
2548,Sustainability Institute,https://openalex.org/I4210095073,ZA,nonprofit,sustainability institute,Renewable_Energy_General
2549,Université d'Avignon et des Pays de Vaucluse,https://openalex.org/I198415970,FR,funder,université davignon et des pays de vaucluse,Renewable_Energy_General
2550,WWF Cameroon,https://openalex.org/I4210131466,CM,nonprofit,wwf cameroon,Unknown
2551,National University of Austral Patagonia,https://openalex.org/I3131880250,AR,funder,national university of austral patagonia,Renewable_Energy_General
2552,2.-0 LCA Consultants (Denmark),https://openalex.org/I4210093572,DK,company,2-0 lca consultants denmark,Renewable_Energy_General
2553,Nara Women's University,https://openalex.org/I98885092,JP,education,nara womens university,Renewable_Energy_General
2554,Rwanda Wildlife Conservation Association,https://openalex.org/I4210091442,RW,other,rwanda wildlife conservation association,Renewable_Energy_General
2555,National Research Council,https://openalex.org/I4210134243,LK,government,national research council,Renewable_Energy_General
2556,Scottish and Southern Energy (United Kingdom),https://openalex.org/I3093151323,GB,company,scottish and southern energy united kingdom,Hydropower_Aquatic
2557,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,https://openalex.org/I121345201,PT,nonprofit,instituto de engenharia de sistemas e computadores investigação e desenvolvimento,Renewable_Energy_General
2558,Northern Great Plains Research Laboratory,https://openalex.org/I4210143105,US,facility,northern great plains research laboratory,Solar_Biomass_Production
2559,École Supérieure des Sciences Économiques et Commerciales,https://openalex.org/I124261006,FR,other,école supérieure des sciences économiques et commerciales,Renewable_Energy_General
2560,Nature Research Centre,https://openalex.org/I4210133736,LT,government,nature research centre,Renewable_Energy_General
2561,Karamanoğlu Mehmetbey University,https://openalex.org/I46464968,TR,funder,karamanoğlu mehmetbey university,Solar_Biomass_Production
2562,Canadian Museum of Nature,https://openalex.org/I4210115316,CA,funder,canadian museum of nature,Hydropower_Aquatic
2563,Centro Científico Tecnológico Patagónico,https://openalex.org/I4210142366,AR,facility,centro científico tecnológico patagónico,Renewable_Energy_General
2564,National Center for Biotechnology Information,https://openalex.org/I4210109390,US,facility,national center for biotechnology information,Hydropower_Aquatic
2565,Växjö Kommun,https://openalex.org/I4210157561,SE,government,växjö kommun,Renewable_Energy_General
2566,University System of Maryland,https://openalex.org/I1317227900,US,funder,university system of maryland,Renewable_Energy_General
2567,Lymington New Forest Hospital,https://openalex.org/I2801928681,GB,healthcare,lymington new forest hospital,Renewable_Energy_General
2568,Northumbria University,https://openalex.org/I32394136,GB,funder,northumbria university,Renewable_Energy_General
2569,Indian Institute of Tropical Meteorology,https://openalex.org/I1333651918,IN,funder,indian institute of tropical meteorology,Renewable_Energy_General
2570,"""Dunarea de Jos"" University of Galati",https://openalex.org/I3122748864,RO,funder,dunarea de jos university of galati,Renewable_Energy_General
2571,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""",https://openalex.org/I122991210,IT,funder,istituto di scienza e tecnologie dellinformazione alessandro faedo,Renewable_Energy_General
2572,Egyptian Petroleum Research Institute,https://openalex.org/I88126159,EG,funder,egyptian petroleum research institute,Renewable_Energy_General
2573,University of New Caledonia,https://openalex.org/I102190016,NC,education,university of new caledonia,Wind_Energy_Impacts
2574,Bilkent University,https://openalex.org/I168864056,TR,funder,bilkent university,Solar_Biomass_Production
2575,Deutsche Forschungsgemeinschaft,https://openalex.org/I87707601,DE,nonprofit,deutsche forschungsgemeinschaft,Hydropower_Aquatic
2576,Environmental Earth Sciences,https://openalex.org/I4210163172,AU,other,environmental earth sciences,Renewable_Energy_General
2577,Soil Science Research Unit,https://openalex.org/I4210140523,FR,facility,soil science research unit,Solar_Biomass_Production
2578,Polytechnic University of Bari,https://openalex.org/I68618741,IT,education,polytechnic university of bari,Renewable_Energy_General
2579,Fraunhofer Institute for Building Physics,https://openalex.org/I4210157366,DE,facility,fraunhofer institute for building physics,Renewable_Energy_General
2580,Abisko Scientific Research Station,https://openalex.org/I2800970363,SE,facility,abisko scientific research station,Renewable_Energy_General
2581,Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,https://openalex.org/I4210100943,FR,facility,centre de recherche en sciences et technologies de linformation et de la communication,Renewable_Energy_General
2582,Jet Propulsion Laboratory,https://openalex.org/I1334627681,US,funder,jet propulsion laboratory,Renewable_Energy_General
2583,International Institute for Environment and Development,https://openalex.org/I201952051,GB,nonprofit,international institute for environment and development,Renewable_Energy_General
2584,Roche (France),https://openalex.org/I4210107416,FR,company,roche france,Renewable_Energy_General
2585,Instituto Agronômico do Paraná,https://openalex.org/I4210166948,BR,facility,instituto agronômico do paraná,Renewable_Energy_General
2586,Yahoo (United States),https://openalex.org/I4210134091,US,company,yahoo united states,Wind_Energy_Impacts
2587,Hohai University,https://openalex.org/I163340411,CN,funder,hohai university,Renewable_Energy_General
2588,Michigan United,https://openalex.org/I4210111179,US,nonprofit,michigan united,Renewable_Energy_General
2589,Australian Antarctic Division,https://openalex.org/I1330876588,AU,government,australian antarctic division,Renewable_Energy_General
2590,Laboratoire de génie civil et génie mécanique,https://openalex.org/I4387155956,,facility,laboratoire de génie civil et génie mécanique,Renewable_Energy_General
2591,Institute of Livestock and Grassland Science,https://openalex.org/I4210089918,JP,facility,institute of livestock and grassland science,Renewable_Energy_General
2592,"Biodiversity Research Center, Academia Sinica",https://openalex.org/I4210138331,TW,facility,biodiversity research center academia sinica,Wind_Energy_Impacts
2593,Northwest University,https://openalex.org/I37802460,CN,funder,northwest university,Renewable_Energy_General
2594,Fraunhofer Institute for Molecular Biology and Applied Ecology,https://openalex.org/I4210134473,DE,facility,fraunhofer institute for molecular biology and applied ecology,Unknown
2595,Mekelle University,https://openalex.org/I74813324,ET,funder,mekelle university,Renewable_Energy_General
2596,Unité de Recherche Pluridisciplinaire Prairies et Plantes Fourragères,https://openalex.org/I4210141014,FR,facility,unité de recherche pluridisciplinaire prairies et plantes fourragères,Hydropower_Aquatic
2597,International Livestock Research Institute,https://openalex.org/I58422712,KE,funder,international livestock research institute,Renewable_Energy_General
2598,Kenya Marine and Fisheries Research Institute,https://openalex.org/I4210165525,KE,funder,kenya marine and fisheries research institute,Wind_Energy_Impacts
2599,Kırklareli University,https://openalex.org/I264262938,TR,funder,kırklareli university,Renewable_Energy_General
2600,Instituto Costarricense de Electricidad,https://openalex.org/I4387155105,,facility,instituto costarricense de electricidad,Renewable_Energy_General
2601,Universidad de Los Lagos,https://openalex.org/I4210154195,CL,funder,universidad de los lagos,Renewable_Energy_General
2602,Institute for Structural Research,https://openalex.org/I4210135766,PL,facility,institute for structural research,Renewable_Energy_General
2603,Central Statistical Office,https://openalex.org/I1332860046,ZM,government,central statistical office,Renewable_Energy_General
2604,Kyonggi University,https://openalex.org/I28615091,KR,funder,kyonggi university,Renewable_Energy_General
2605,Devon County Council,https://openalex.org/I2802974247,GB,government,devon county council,Unknown
2606,Shenzhen University,https://openalex.org/I180726961,CN,funder,shenzhen university,Renewable_Energy_General
2607,Université Grenoble Alpes,https://openalex.org/I899635006,FR,funder,université grenoble alpes,Renewable_Energy_General
2608,Arbres et Réponses aux Contraintes Hydriques et Environnementales,https://openalex.org/I4387155128,,facility,arbres et réponses aux contraintes hydriques et environnementales,Renewable_Energy_General
2609,Myongji University,https://openalex.org/I89440247,KR,funder,myongji university,Renewable_Energy_General
2610,Oregon Department of Environmental Quality,https://openalex.org/I1310519924,US,government,oregon department of environmental quality,Renewable_Energy_General
2611,Triangle,https://openalex.org/I4210090916,US,nonprofit,triangle,Renewable_Energy_General
2612,United Nations Industrial Development Organization,https://openalex.org/I1325620243,AT,government,united nations industrial development organization,Renewable_Energy_General
2613,Ming Chi University of Technology,https://openalex.org/I12213908,TW,funder,ming chi university of technology,Renewable_Energy_General
2614,Skellefteå Hospital,https://openalex.org/I4210100733,SE,healthcare,skellefteå hospital,Solar_Biomass_Production
2615,Bowmere Hospital,https://openalex.org/I4210145226,GB,healthcare,bowmere hospital,Renewable_Energy_General
2616,The Institute of Statistical Mathematics,https://openalex.org/I4210134673,JP,facility,the institute of statistical mathematics,Hydropower_Aquatic
2617,Building Research Establishment,https://openalex.org/I2800994460,GB,funder,building research establishment,Renewable_Energy_General
2618,Enel (Italy),https://openalex.org/I71353707,IT,company,enel italy,Renewable_Energy_General
2619,Technology Innovation Institute,https://openalex.org/I4210087059,AE,facility,technology innovation institute,Renewable_Energy_General
2620,Territoires,https://openalex.org/I4210122476,FR,facility,territoires,Renewable_Energy_General
2621,Geological Survey of Denmark and Greenland,https://openalex.org/I2801979204,DK,funder,geological survey of denmark and greenland,Renewable_Energy_General
2622,Battersea Arts Centre,https://openalex.org/I4210137479,GB,other,battersea arts centre,Hydropower_Aquatic
2623,Sant Longowal Institute of Engineering and Technology,https://openalex.org/I63568130,IN,funder,sant longowal institute of engineering and technology,Renewable_Energy_General
2624,Laboratoire Pacte,https://openalex.org/I4210116872,FR,facility,laboratoire pacte,Renewable_Energy_General
2625,Magyar Agrár- és Élettudományi Egyetem,https://openalex.org/I1290523313,HU,funder,magyar agrár- és élettudományi egyetem,Solar_Biomass_Production
2626,National Consumer Research Centre,https://openalex.org/I4210140777,FI,facility,national consumer research centre,Renewable_Energy_General
2627,Tarbiat Modares University,https://openalex.org/I1516879,IR,funder,tarbiat modares university,Renewable_Energy_General
