ID,Author,ORCID,OpenAlexAuthorID,NormName,Topic
12838,Arthur J. Ragauskas,0000-0002-3536-554X,https://openalex.org/A5038999513,arthur j ragauskas,Renewable_Energy_General
12839,Riccardo Bommarco,0000-0001-8888-0476,https://openalex.org/A5019896810,riccardo bommarco,Renewable_Energy_General
12840,Simon Grove,0000-0002-4784-5030,https://openalex.org/A5051744864,simon grove,Renewable_Energy_General
12841,Rafael García‐Valverde,0000-0001-9817-5770,https://openalex.org/A5007047240,rafael garcíavalverde,Solar_Biomass_Production
12842,C A Douglas,,https://openalex.org/A5026715386,c a douglas,Solar_Biomass_Production
12843,Kerry Schiel,,https://openalex.org/A5047856287,kerry schiel,Renewable_Energy_General
12844,Susanne Qvarfordt,,https://openalex.org/A5079305766,susanne qvarfordt,Renewable_Energy_General
12845,Ryan Blanchard,0000-0002-3560-4133,https://openalex.org/A5064746106,ryan blanchard,Renewable_Energy_General
12846,David J. Gonthier,0000-0001-5977-2054,https://openalex.org/A5082710443,david j gonthier,Solar_Biomass_Production
12847,Teja Tscharntke,0000-0002-4482-3178,https://openalex.org/A5038194873,teja tscharntke,Renewable_Energy_General
12848,Emili García‐Berthou,0000-0001-8412-741X,https://openalex.org/A5022742149,emili garcíaberthou,Hydropower_Aquatic
12849,Paul G. Falkowski,0000-0002-2353-1969,https://openalex.org/A5031704724,paul g falkowski,Renewable_Energy_General
12850,Navish Wadhwa,0000-0002-3514-5256,https://openalex.org/A5030246987,navish wadhwa,Hydropower_Aquatic
12851,Katherine S. Button,0000-0003-4332-8789,https://openalex.org/A5057405954,katherine s button,Hydropower_Aquatic
12852,Roger Nkoa,,https://openalex.org/A5013092533,roger nkoa,Renewable_Energy_General
12853,J. J. Heijnen,,https://openalex.org/A5110695862,j j heijnen,Renewable_Energy_General
12854,F. Douglas Shields,,https://openalex.org/A5008858681,f douglas shields,Renewable_Energy_General
12855,Forest Isbell,0000-0001-9689-769X,https://openalex.org/A5061157965,forest isbell,Renewable_Energy_General
12856,Jill A. Shaffer,0000-0003-3172-0708,https://openalex.org/A5047990668,jill a shaffer,Renewable_Energy_General
12857,Sébastien Fontaine,0000-0003-1404-0700,https://openalex.org/A5089806349,sébastien fontaine,Renewable_Energy_General
12858,Nicola Beaumont,0000-0002-5976-9661,https://openalex.org/A5062360792,nicola beaumont,Renewable_Energy_General
12859,Amela Ajanović,0000-0001-6840-806X,https://openalex.org/A5021906921,amela ajanović,Renewable_Energy_General
12860,Eduardo Bittencourt Sydney,0000-0001-7194-8315,https://openalex.org/A5052077257,eduardo bittencourt sydney,Renewable_Energy_General
12861,Constance I. Millar,0000-0003-1761-0027,https://openalex.org/A5067433114,constance i millar,Renewable_Energy_General
12862,Jean‐François Soussana,0000-0002-1932-6583,https://openalex.org/A5039474046,jeanfrançois soussana,Renewable_Energy_General
12863,Timo Busch,0000-0001-6405-5252,https://openalex.org/A5047140514,timo busch,Renewable_Energy_General
12864,Stephen W. Pacala,0000-0003-4450-6532,https://openalex.org/A5085753718,stephen w pacala,Renewable_Energy_General
12865,Almudena Hospido,0000-0001-8310-6094,https://openalex.org/A5088664075,almudena hospido,Renewable_Energy_General
12866,David L. Rowell,0000-0002-6597-6122,https://openalex.org/A5101767683,david l rowell,Solar_Biomass_Production
12867,Martin Hermy,0000-0002-5403-0139,https://openalex.org/A5084005044,martin hermy,Renewable_Energy_General
12868,Bonifacio Fernández Larrañaga,,https://openalex.org/A5058789890,bonifacio fernández larrañaga,Renewable_Energy_General
12869,Rebecca Weeks,0000-0002-0867-1007,https://openalex.org/A5034245384,rebecca weeks,Renewable_Energy_General
12870,Brian E. Washburn,0000-0002-2526-2352,https://openalex.org/A5027047075,brian e washburn,Renewable_Energy_General
12871,Francesco Bosello,0000-0001-8492-219X,https://openalex.org/A5080139791,francesco bosello,Renewable_Energy_General
12872,Søren Bækhøj Kjær,,https://openalex.org/A5075251204,søren bækhøj kjær,Renewable_Energy_General
12873,Guido R. van der Werf,0000-0001-9042-8630,https://openalex.org/A5085138972,guido r van der werf,Renewable_Energy_General
12874,Emma ter Mors,0000-0002-7001-2221,https://openalex.org/A5044029994,emma ter mors,Wind_Energy_Impacts
12875,H. Lauri,,https://openalex.org/A5086491530,h lauri,Renewable_Energy_General
12876,John F. Valentine,0000-0001-9112-2254,https://openalex.org/A5083246410,john f valentine,Renewable_Energy_General
12877,Bruce Lippke,,https://openalex.org/A5068525977,bruce lippke,Renewable_Energy_General
12878,Jong An Park,,https://openalex.org/A5043577979,jong an park,Renewable_Energy_General
12879,Nicolas Brosse,0000-0001-8505-8401,https://openalex.org/A5002301579,nicolas brosse,Renewable_Energy_General
12880,Laurent Chauvaud,0000-0002-4462-7863,https://openalex.org/A5057920652,laurent chauvaud,Hydropower_Aquatic
12881,Jaap Bloem,0000-0002-2737-6273,https://openalex.org/A5013075130,jaap bloem,Renewable_Energy_General
12882,Maria Lorena Longhi,,https://openalex.org/A5110107607,maria lorena longhi,Renewable_Energy_General
12883,J. T. Vasconcelos,,https://openalex.org/A5111381791,j t vasconcelos,Renewable_Energy_General
12884,Aldo Montecinos,0000-0002-2598-5147,https://openalex.org/A5002690330,aldo montecinos,Renewable_Energy_General
12885,Seth B. Darling,0000-0002-5461-6965,https://openalex.org/A5041866585,seth b darling,Renewable_Energy_General
12886,Damaris Zurell,0000-0002-4628-3558,https://openalex.org/A5039434750,damaris zurell,Wind_Energy_Impacts
12887,Scott L. Collins,0000-0002-0193-2892,https://openalex.org/A5021082444,scott l collins,Renewable_Energy_General
12888,Povl Brøndsted,,https://openalex.org/A5046005397,povl brøndsted,Solar_Biomass_Production
12889,Marco Bartoli,0000-0002-5022-6206,https://openalex.org/A5030750935,marco bartoli,Renewable_Energy_General
12890,H. I. Owamah,0000-0002-8143-2977,https://openalex.org/A5090305406,h i owamah,Renewable_Energy_General
12891,Vincent Rossi,0000-0001-7291-0415,https://openalex.org/A5039078581,vincent rossi,Unknown
12892,Kerstin Wasson,0000-0002-1858-4505,https://openalex.org/A5062214089,kerstin wasson,Renewable_Energy_General
12893,Hiroki HONDO,,https://openalex.org/A5081106450,hiroki hondo,Renewable_Energy_General
12894,Guido Reiter,,https://openalex.org/A5023407459,guido reiter,Wind_Energy_Impacts
12895,Matthew D. Hurteau,0000-0001-8457-8974,https://openalex.org/A5066713474,matthew d hurteau,Renewable_Energy_General
12896,Agata Klimkowska,0000-0002-3685-891X,https://openalex.org/A5085803669,agata klimkowska,Renewable_Energy_General
12897,Claes Bernes,,https://openalex.org/A5108259297,claes bernes,Renewable_Energy_General
12898,Yael Rozen,,https://openalex.org/A5110564666,yael rozen,Renewable_Energy_General
12899,Simon J. Cripps,,https://openalex.org/A5111658083,simon j cripps,Renewable_Energy_General
12900,Sylvia Behrens Yamada,0000-0002-0875-6019,https://openalex.org/A5037507077,sylvia behrens yamada,Wind_Energy_Impacts
12901,Nicole U. Czech-Damal,,https://openalex.org/A5078875851,nicole u czech-damal,Wind_Energy_Impacts
12902,Håkan Westerberg,0000-0001-9867-9442,https://openalex.org/A5013355314,håkan westerberg,Renewable_Energy_General
12903,Maria I. Bogdanova,0000-0003-3360-1059,https://openalex.org/A5074907051,maria i bogdanova,Renewable_Energy_General
12904,Guodong Cheng,0000-0002-2758-6211,https://openalex.org/A5101863841,guodong cheng,Hydropower_Aquatic
12905,Gabriel Levy,0000-0002-4317-2043,https://openalex.org/A5083956252,gabriel levy,Renewable_Energy_General
12906,Leonardo Mata,0000-0002-5962-2483,https://openalex.org/A5056143586,leonardo mata,Renewable_Energy_General
12907,Siddarth Srinivasan,0000-0003-4591-6090,https://openalex.org/A5070360554,siddarth srinivasan,Solar_Biomass_Production
12908,Max Shelton,,https://openalex.org/A5113949374,max shelton,Renewable_Energy_General
12909,Judy A. Libra,0000-0001-9307-7776,https://openalex.org/A5091631652,judy a libra,Renewable_Energy_General
12910,Ryan M. Bright,0000-0001-8553-5570,https://openalex.org/A5061628276,ryan m bright,Renewable_Energy_General
12911,Guy Knaepkens,,https://openalex.org/A5019448690,guy knaepkens,Renewable_Energy_General
12912,David Dudgeon,,https://openalex.org/A5108449804,david dudgeon,Renewable_Energy_General
12913,Deborah R. Hart,0000-0002-0406-0751,https://openalex.org/A5042625300,deborah r hart,Wind_Energy_Impacts
12914,Yasushi Hiramatsu,,https://openalex.org/A5110711231,yasushi hiramatsu,Renewable_Energy_General
12915,Ramona O. Ştefănescu-Mihăilă,,https://openalex.org/A5064765496,ramona o ştefănescu-mihăilă,Renewable_Energy_General
12916,James M. Watkins,0000-0002-8053-1850,https://openalex.org/A5007304811,james m watkins,Hydropower_Aquatic
12917,Jason M. Hall‐Spencer,0000-0002-6915-2518,https://openalex.org/A5029189752,jason m hallspencer,Renewable_Energy_General
12918,WA Montevecchi,,https://openalex.org/A5105973101,wa montevecchi,Wind_Energy_Impacts
12919,David R. Lyzenga,0000-0001-9864-6253,https://openalex.org/A5091863749,david r lyzenga,Hydropower_Aquatic
12920,Jorge Paz‐Ferreiro,0000-0001-8169-4099,https://openalex.org/A5072078325,jorge pazferreiro,Renewable_Energy_General
12921,Keryn I. Paul,0000-0003-4125-929X,https://openalex.org/A5034620438,keryn i paul,Renewable_Energy_General
12922,Rebecca DerSimonian,,https://openalex.org/A5032305781,rebecca dersimonian,Wind_Energy_Impacts
12923,Jesper Riis Christiansen,0000-0002-3277-0734,https://openalex.org/A5085307336,jesper riis christiansen,Renewable_Energy_General
12924,Robert H. White,0000-0002-9105-7445,https://openalex.org/A5066432564,robert h white,Hydropower_Aquatic
12925,Mohammad Ghahderijani,0000-0003-4862-1351,https://openalex.org/A5059680377,mohammad ghahderijani,Renewable_Energy_General
12926,Pedro Montejo Carrasco,0000-0002-3028-0184,https://openalex.org/A5082544600,pedro montejo carrasco,Renewable_Energy_General
12927,Nadine Eickenscheidt,,https://openalex.org/A5072801387,nadine eickenscheidt,Renewable_Energy_General
12928,Balázs Bernáth,,https://openalex.org/A5058122763,balázs bernáth,Renewable_Energy_General
12929,Alexandra Eugenia Duarte,,https://openalex.org/A5103370591,alexandra eugenia duarte,Renewable_Energy_General
12930,Rejane de Castro Santana,0000-0002-7794-9252,https://openalex.org/A5020737988,rejane de castro santana,Solar_Biomass_Production
12931,Éric Charbonnel,0000-0003-1440-5626,https://openalex.org/A5100904370,éric charbonnel,Renewable_Energy_General
12932,Tim Caro,0000-0001-6804-8519,https://openalex.org/A5076018548,tim caro,Renewable_Energy_General
12933,Donovan P. German,0000-0002-7916-6569,https://openalex.org/A5016019796,donovan p german,Renewable_Energy_General
12934,Ian Miller,0000-0002-5706-8802,https://openalex.org/A5103118764,ian miller,Renewable_Energy_General
12935,Yoshioki Oozeki,0000-0002-7915-7574,https://openalex.org/A5060659134,yoshioki oozeki,Hydropower_Aquatic
12936,Riccardo Maria Pulselli,0000-0001-8340-4040,https://openalex.org/A5023870992,riccardo maria pulselli,Renewable_Energy_General
12937,Robert J. Zomer,0000-0002-2259-3359,https://openalex.org/A5079794553,robert j zomer,Renewable_Energy_General
12938,David A. Coomes,0000-0002-8261-2582,https://openalex.org/A5089619012,david a coomes,Renewable_Energy_General
12939,Stéphanie Jenouvrier,,https://openalex.org/A5113170816,stéphanie jenouvrier,Wind_Energy_Impacts
12940,Juan Carlos García‐Gil,0000-0003-2308-7260,https://openalex.org/A5003900718,juan carlos garcíagil,Renewable_Energy_General
12941,Philip B. Hadley,,https://openalex.org/A5113526624,philip b hadley,Wind_Energy_Impacts
12942,Bertrand Dumont,0000-0001-8376-4417,https://openalex.org/A5003091023,bertrand dumont,Solar_Biomass_Production
12943,Marieke Oteman,0000-0002-1443-4999,https://openalex.org/A5019483303,marieke oteman,Renewable_Energy_General
12944,Elena Kazamia,0000-0001-7537-4208,https://openalex.org/A5069268374,elena kazamia,Renewable_Energy_General
12945,Philip Boucher,,https://openalex.org/A5025426514,philip boucher,Renewable_Energy_General
12946,Heather Ritchie,0000-0003-4015-8067,https://openalex.org/A5019263903,heather ritchie,Renewable_Energy_General
12947,Donald Mitchel,,https://openalex.org/A5098460483,donald mitchel,Renewable_Energy_General
12948,Peter Havlík,0000-0001-5551-5085,https://openalex.org/A5014041917,peter havlík,Renewable_Energy_General
12949,Douglas A. Boyce,,https://openalex.org/A5112248842,douglas a boyce,Renewable_Energy_General
12950,Peter A. Groothuis,0000-0003-1301-9213,https://openalex.org/A5057363021,peter a groothuis,Renewable_Energy_General
12951,José Manuel Cabello,0000-0002-6748-018X,https://openalex.org/A5028026733,josé manuel cabello,Renewable_Energy_General
12952,Rachael Winfree,0000-0002-1271-2676,https://openalex.org/A5085477907,rachael winfree,Renewable_Energy_General
12953,Caitlin R. Kight,0000-0001-8346-3876,https://openalex.org/A5036059332,caitlin r kight,Renewable_Energy_General
12954,Evan L. Preisser,0000-0002-8737-5619,https://openalex.org/A5052566393,evan l preisser,Wind_Energy_Impacts
12955,Juanjo Ledo,0000-0003-1548-1575,https://openalex.org/A5022368940,juanjo ledo,Renewable_Energy_General
12956,Paul G. Dennis,0000-0002-4895-3105,https://openalex.org/A5042254956,paul g dennis,Renewable_Energy_General
12957,Jorma Sorjonen,,https://openalex.org/A5111941713,jorma sorjonen,Renewable_Energy_General
12958,Shiahn-Wern Shyue,,https://openalex.org/A5109196142,shiahn-wern shyue,Renewable_Energy_General
12959,Mike May,0000-0001-7082-1582,https://openalex.org/A5025367840,mike may,Renewable_Energy_General
12960,Victoria O. Adesanya,,https://openalex.org/A5083920051,victoria o adesanya,Renewable_Energy_General
12961,Beifang Niu,0000-0002-7448-7793,https://openalex.org/A5008702128,beifang niu,Hydropower_Aquatic
12962,Maureen Toner,,https://openalex.org/A5062776376,maureen toner,Hydropower_Aquatic
12963,Xiaoyu Tang,0009-0000-7373-7618,https://openalex.org/A5026256433,xiaoyu tang,Renewable_Energy_General
12964,Alejandro H. Buschmann,0000-0003-3246-681X,https://openalex.org/A5051684020,alejandro h buschmann,Renewable_Energy_General
12965,Kristin Kaschner,0000-0002-4061-626X,https://openalex.org/A5006234019,kristin kaschner,Wind_Energy_Impacts
12966,Karin Bäckstrand,0000-0002-8608-8888,https://openalex.org/A5014104321,karin bäckstrand,Renewable_Energy_General
12967,Gerardo Moreno,0000-0001-8053-2696,https://openalex.org/A5035101727,gerardo moreno,Hydropower_Aquatic
12968,James N. Sanchirico,0000-0002-4863-3136,https://openalex.org/A5075750855,james n sanchirico,Renewable_Energy_General
12969,Shuwei Liu,0000-0001-8000-0753,https://openalex.org/A5100763120,shuwei liu,Renewable_Energy_General
12970,Yan Yun,0000-0002-8293-0070,https://openalex.org/A5090272442,yan yun,Renewable_Energy_General
12971,Xavier Goux,0000-0002-0815-2194,https://openalex.org/A5066242174,xavier goux,Renewable_Energy_General
12972,Michael Elmer,,https://openalex.org/A5005543604,michael elmer,Solar_Biomass_Production
12973,Ian D. MacLeod,0000-0002-2947-3587,https://openalex.org/A5006126044,ian d macleod,Hydropower_Aquatic
12974,Han Zhao,0000-0001-6877-000X,https://openalex.org/A5024621242,han zhao,Renewable_Energy_General
12975,Li An,0000-0002-7933-5174,https://openalex.org/A5101631694,li an,Unknown
12976,Jorge M.S. Gonçalves,0000-0001-7704-8190,https://openalex.org/A5014276344,jorge ms gonçalves,Renewable_Energy_General
12977,Stuart R. Borrett,0000-0002-5759-3711,https://openalex.org/A5022713919,stuart r borrett,Renewable_Energy_General
12978,Nuria Fernández‐González,0000-0002-7468-9643,https://openalex.org/A5029123659,nuria fernándezgonzález,Renewable_Energy_General
12979,John G. Kie,,https://openalex.org/A5078231900,john g kie,Wind_Energy_Impacts
12980,Lars J. Tranvik,0000-0003-3509-8266,https://openalex.org/A5043076947,lars j tranvik,Renewable_Energy_General
12981,Krystal K Lum,,https://openalex.org/A5113663109,krystal k lum,Renewable_Energy_General
12982,Susanne Wurst,0000-0001-5339-8284,https://openalex.org/A5037601137,susanne wurst,Solar_Biomass_Production
12983,Patrick D. Schloss,0000-0002-6935-4275,https://openalex.org/A5062762496,patrick d schloss,Hydropower_Aquatic
12984,Karl J. Niklas,0000-0003-3491-1286,https://openalex.org/A5065769287,karl j niklas,Renewable_Energy_General
12985,Stephanie E. Hampton,0000-0003-2389-4249,https://openalex.org/A5074875508,stephanie e hampton,Renewable_Energy_General
12986,L.B Guo,0009-0004-3520-4238,https://openalex.org/A5050608128,lb guo,Renewable_Energy_General
12987,Rhae A. Drijber,0000-0003-0706-005X,https://openalex.org/A5019038551,rhae a drijber,Renewable_Energy_General
12988,Yves Le Bissonnais,0000-0002-8234-9104,https://openalex.org/A5070682431,yves le bissonnais,Solar_Biomass_Production
12989,Paul A. Anderson,0000-0001-6478-2505,https://openalex.org/A5081211454,paul a anderson,Renewable_Energy_General
12990,Mark J. A. Vermeij,0000-0001-9612-9527,https://openalex.org/A5070190670,mark j a vermeij,Wind_Energy_Impacts
12991,John M. Ratcliffe,0000-0001-5253-7609,https://openalex.org/A5084315816,john m ratcliffe,Wind_Energy_Impacts
12992,Ralf Goericke,,https://openalex.org/A5074637071,ralf goericke,Renewable_Energy_General
12993,Martina S. Girvan,,https://openalex.org/A5062975108,martina s girvan,Solar_Biomass_Production
12994,Kentaro Q. Sakamoto,0000-0002-8499-799X,https://openalex.org/A5073255664,kentaro q sakamoto,Wind_Energy_Impacts
12995,Brandi L. Cantarel,0000-0003-4126-4478,https://openalex.org/A5056967998,brandi l cantarel,Renewable_Energy_General
12996,G. C. Hurtt,0000-0001-7278-202X,https://openalex.org/A5031682856,g c hurtt,Renewable_Energy_General
12997,Anthony J. Richardson,0000-0002-9289-7366,https://openalex.org/A5053871178,anthony j richardson,Hydropower_Aquatic
12998,Robert A. Bachman,,https://openalex.org/A5033290519,robert a bachman,Renewable_Energy_General
12999,Heather A. Hager,0000-0002-0066-6844,https://openalex.org/A5025593899,heather a hager,Renewable_Energy_General
13000,Maria Berglund,0000-0001-9372-4005,https://openalex.org/A5056942891,maria berglund,Renewable_Energy_General
13001,John A. Posada,0000-0002-3720-0052,https://openalex.org/A5082520401,john a posada,Renewable_Energy_General
13002,Ryan M. McCabe,0000-0002-0286-3104,https://openalex.org/A5073565562,ryan m mccabe,Hydropower_Aquatic
13003,Félix-Antoine Fortin,,https://openalex.org/A5113597602,félix-antoine fortin,Renewable_Energy_General
13004,Stephen M. Redpath,0000-0001-5399-9477,https://openalex.org/A5077979796,stephen m redpath,Wind_Energy_Impacts
13005,Federico Triana,,https://openalex.org/A5010084177,federico triana,Renewable_Energy_General
13006,Jean‐Christophe Bureau,,https://openalex.org/A5109518669,jeanchristophe bureau,Renewable_Energy_General
13007,William B. Kristan,0000-0001-7022-1034,https://openalex.org/A5081136571,william b kristan,Wind_Energy_Impacts
13008,Allan W. Stoner,,https://openalex.org/A5109945398,allan w stoner,Wind_Energy_Impacts
13009,Manoj Paneru,0000-0002-1127-3245,https://openalex.org/A5041663138,manoj paneru,Solar_Biomass_Production
13010,Eva Gustavsson,0000-0002-5486-8273,https://openalex.org/A5086233616,eva gustavsson,Renewable_Energy_General
13011,Maria Puig-Arnavat,0000-0002-3542-9582,https://openalex.org/A5024292671,maria puig-arnavat,Hydropower_Aquatic
13012,Cristina A. Viegas,0000-0003-1394-0731,https://openalex.org/A5068571153,cristina a viegas,Renewable_Energy_General
13013,Robert L. Matthews,,https://openalex.org/A5022552297,robert l matthews,Wind_Energy_Impacts
13014,Kimberly M. Carlson,0000-0003-2162-1378,https://openalex.org/A5035993165,kimberly m carlson,Renewable_Energy_General
13015,Hui Wu,0000-0002-4284-5541,https://openalex.org/A5001963067,hui wu,Solar_Biomass_Production
13016,Maria Conceição Pereira Santos,0000-0003-0689-7317,https://openalex.org/A5085496537,maria conceição pereira santos,Renewable_Energy_General
13017,Teodoro Lasanta Martínez,0000-0002-9658-8069,https://openalex.org/A5065857985,teodoro lasanta martínez,Renewable_Energy_General
13018,Mahdy Elsayed,0000-0002-2655-2722,https://openalex.org/A5028767414,mahdy elsayed,Renewable_Energy_General
13019,Giuseppe Notarbartolo di Sciara,0000-0003-0353-617X,https://openalex.org/A5031709104,giuseppe notarbartolo di sciara,Wind_Energy_Impacts
13020,F. R. Bernard,,https://openalex.org/A5005110366,f r bernard,Renewable_Energy_General
13021,Sheng Zhao,,https://openalex.org/A5100959972,sheng zhao,Renewable_Energy_General
13022,Andrew Strathern,,https://openalex.org/A5113999939,andrew strathern,Renewable_Energy_General
13023,S. de Vries,0000-0002-0525-6967,https://openalex.org/A5073623981,s de vries,Renewable_Energy_General
13024,Dörthe C. Müller‐Navarra,0000-0001-8841-6702,https://openalex.org/A5079972564,dörthe c müllernavarra,Hydropower_Aquatic
13025,Henry S. Horn,,https://openalex.org/A5074043712,henry s horn,Hydropower_Aquatic
13026,R. L. Knight,0000-0003-0147-1851,https://openalex.org/A5087199455,r l knight,Renewable_Energy_General
13027,Hannu Mikkola,,https://openalex.org/A5043695110,hannu mikkola,Renewable_Energy_General
13028,Mohammad J. Taherzadeh,0000-0003-4887-2433,https://openalex.org/A5041929907,mohammad j taherzadeh,Renewable_Energy_General
13029,Martin D. Piorkowski,,https://openalex.org/A5005457097,martin d piorkowski,Renewable_Energy_General
13030,Jeffrey A. McNeely,0000-0002-7683-6467,https://openalex.org/A5010176515,jeffrey a mcneely,Renewable_Energy_General
13031,Raul Barreto,0000-0001-8578-5131,https://openalex.org/A5038260289,raul barreto,Unknown
13032,Per Hørlyk Nielsen,,https://openalex.org/A5112373492,per hørlyk nielsen,Renewable_Energy_General
13033,Yude Pan,0000-0002-1469-9348,https://openalex.org/A5079109874,yude pan,Renewable_Energy_General
13034,Pieter Kempeneers,0000-0002-4317-4807,https://openalex.org/A5000964900,pieter kempeneers,Renewable_Energy_General
13035,Coates Michael,,https://openalex.org/A5111898357,coates michael,Renewable_Energy_General
13036,Андре Депперманн,0000-0002-7943-4842,https://openalex.org/A5060813365,андре депперманн,Renewable_Energy_General
13037,RA HAZELWOOD,,https://openalex.org/A5010555683,ra hazelwood,Renewable_Energy_General
13038,Paola Laiolo,0000-0002-2009-6797,https://openalex.org/A5009333970,paola laiolo,Renewable_Energy_General
13039,Cesar Cilento Ponce,0000-0001-5873-1779,https://openalex.org/A5022634778,cesar cilento ponce,Renewable_Energy_General
13040,Supramaniam Srinivasan,,https://openalex.org/A5110198560,supramaniam srinivasan,Renewable_Energy_General
13041,Aurélien F. Stalder,0000-0002-0590-2746,https://openalex.org/A5031503319,aurélien f stalder,Solar_Biomass_Production
13042,Fabrice Réquier,0000-0003-1638-3141,https://openalex.org/A5074337286,fabrice réquier,Solar_Biomass_Production
13043,Luna Bharati,,https://openalex.org/A5090303662,luna bharati,Solar_Biomass_Production
13044,Jeffrey A. Harvey,0000-0002-4227-7935,https://openalex.org/A5003867038,jeffrey a harvey,Renewable_Energy_General
13045,John Upton,0000-0002-6142-8372,https://openalex.org/A5037299654,john upton,Solar_Biomass_Production
13046,J. Potting,,https://openalex.org/A5111376930,j potting,Solar_Biomass_Production
13047,Jàmes R. Stevenson,,https://openalex.org/A5006766365,jàmes r stevenson,Renewable_Energy_General
13048,Gunnar Mo̸rk,,https://openalex.org/A5048394508,gunnar mork,Unknown
13049,Mark A. Bradford,0000-0002-2022-8331,https://openalex.org/A5047160510,mark a bradford,Renewable_Energy_General
13050,M.F. Leopold,0000-0002-4540-9841,https://openalex.org/A5015772704,mf leopold,Wind_Energy_Impacts
13051,Jennifer D. Watts,0000-0001-7207-8999,https://openalex.org/A5005253577,jennifer d watts,Wind_Energy_Impacts
13052,John Harte,0000-0002-8794-5140,https://openalex.org/A5054883780,john harte,Renewable_Energy_General
13053,Alfredo Cadenas,,https://openalex.org/A5085097551,alfredo cadenas,Renewable_Energy_General
13054,Yoav Benjamini,0000-0002-3253-7588,https://openalex.org/A5062207756,yoav benjamini,Hydropower_Aquatic
13055,MA Rong-hua,,https://openalex.org/A5102146036,ma rong-hua,Renewable_Energy_General
13056,Pascal Neis,0000-0002-5158-796X,https://openalex.org/A5016430025,pascal neis,Land_Use_Bioenergy
13057,Mickaël Desvaux,0000-0003-2986-6417,https://openalex.org/A5021342386,mickaël desvaux,Renewable_Energy_General
13058,Sara Vallecillo,0000-0002-5105-6253,https://openalex.org/A5059806250,sara vallecillo,Renewable_Energy_General
13059,Sander Janssen,0000-0003-2226-0674,https://openalex.org/A5050544636,sander janssen,Renewable_Energy_General
13060,Kate Lajtha,0000-0002-6430-4818,https://openalex.org/A5050539481,kate lajtha,Renewable_Energy_General
13061,Nona S. R. Agawin,0000-0001-5951-360X,https://openalex.org/A5005697340,nona s r agawin,Renewable_Energy_General
13062,Paolo Villa,0000-0002-6952-836X,https://openalex.org/A5014909908,paolo villa,Renewable_Energy_General
13063,Kerrie Anne T. Loyd,0000-0003-3738-3546,https://openalex.org/A5069868551,kerrie anne t loyd,Renewable_Energy_General
13064,Sarah Davis,0000-0002-6609-4287,https://openalex.org/A5075838019,sarah davis,Wind_Energy_Impacts
13065,Morgan G. I. Langille,0000-0002-6604-3009,https://openalex.org/A5061354858,morgan g i langille,Renewable_Energy_General
13066,C.L.J. Frid,0000-0002-7565-635X,https://openalex.org/A5012920801,clj frid,Renewable_Energy_General
13067,Marleen van de Kerkhof,,https://openalex.org/A5017331178,marleen van de kerkhof,Renewable_Energy_General
13068,Alain Clément,,https://openalex.org/A5110126241,alain clément,Renewable_Energy_General
13069,Lotfi Zadeh,,https://openalex.org/A5109191357,lotfi zadeh,Renewable_Energy_General
13070,Violeta Makarevičienė,0000-0002-6296-4812,https://openalex.org/A5044458396,violeta makarevičienė,Solar_Biomass_Production
13071,John P. Holdren,0000-0002-9643-8060,https://openalex.org/A5042139915,john p holdren,Hydropower_Aquatic
13072,S. C. Pryor,0000-0003-4847-3440,https://openalex.org/A5063428889,s c pryor,Renewable_Energy_General
13073,G. Van Drecht,,https://openalex.org/A5010957790,g van drecht,Renewable_Energy_General
13074,Laura Gangoso,0000-0002-6205-6769,https://openalex.org/A5070598579,laura gangoso,Land_Use_Bioenergy
13075,Robert F. Engle,0009-0009-9491-1510,https://openalex.org/A5047040699,robert f engle,Renewable_Energy_General
13076,Serina Ahlgren,0000-0002-0086-8059,https://openalex.org/A5032765443,serina ahlgren,Renewable_Energy_General
13077,Jürgen O. Metzger,0000-0003-0250-9604,https://openalex.org/A5067489295,jürgen o metzger,Renewable_Energy_General
13078,Arnoldo Valle–Levinson,0000-0002-3852-0971,https://openalex.org/A5070049456,arnoldo vallelevinson,Renewable_Energy_General
13079,Stephan Schmidt,0000-0003-2412-3868,https://openalex.org/A5011395922,stephan schmidt,Renewable_Energy_General
13080,Aaftab Jain,,https://openalex.org/A5111915366,aaftab jain,Wind_Energy_Impacts
13081,S. Walmsley,0000-0003-0608-7154,https://openalex.org/A5022671748,s walmsley,Renewable_Energy_General
13082,Patricia Balvanera,0000-0001-6408-6876,https://openalex.org/A5023059860,patricia balvanera,Renewable_Energy_General
13083,Enrico Bernard,0000-0002-2304-1978,https://openalex.org/A5009449960,enrico bernard,Wind_Energy_Impacts
13084,TJ Alexander,,https://openalex.org/A5104348974,tj alexander,Renewable_Energy_General
13085,Wei Pan,0000-0002-1159-0582,https://openalex.org/A5018997928,wei pan,Unknown
13086,Emma Verling,0000-0002-1019-5812,https://openalex.org/A5021593530,emma verling,Renewable_Energy_General
13087,David M. Rosenberg,,https://openalex.org/A5104045683,david m rosenberg,Renewable_Energy_General
13088,Luís P. Amaral,0000-0002-7083-2246,https://openalex.org/A5072710151,luís p amaral,Renewable_Energy_General
13089,Dominik Heer,0009-0003-2089-4339,https://openalex.org/A5071707474,dominik heer,Renewable_Energy_General
13090,Yuen May Choo,,https://openalex.org/A5111369712,yuen may choo,Renewable_Energy_General
